country,product,date,price_wo_tax_forecast,price_with_tax_forecast,price_with_tax_lower80,price_with_tax_upper80
DE,heating_oil,2026-10-19,857.4342747499883,1302.628392397047,1201.4719960729458,1403.7847887211485
DE,fuel_oil_1,2009-12-28,321.82966216962313,346.82966216962313,334.72632395519065,358.9330003840556
DE,fuel_oil_1,2010-01-04,319.54713099268736,344.54713099268736,325.8675009056613,363.2267610797134
DE,fuel_oil_1,2010-01-11,319.17337065685933,344.17337065685933,319.5360896981612,368.81065161555745
DE,fuel_oil_1,2010-01-18,318.85032928458463,343.85032928458463,313.54229387841445,374.1583646907548
DE,fuel_oil_1,2010-01-25,318.5711243551212,343.5711243551212,307.7874664845417,379.35478222570066
DE,fuel_oil_1,2010-02-01,317.17774642219933,342.17774642219933,301.08175930451864,383.27373353988
DE,fuel_oil_1,2010-02-08,316.969175888721,341.969175888721,295.71163734397214,388.22671443346985
DE,fuel_oil_1,2010-02-15,316.788908201403,341.788908201403,290.51475928426987,393.0630571185361
DE,fuel_oil_1,2010-02-22,316.6331026878003,341.6331026878003,285.48357947883903,397.7826258967616
DE,fuel_oil_1,2010-03-01,316.3531006474903,341.3531006474903,280.4661493092676,402.24005198571297
DE,fuel_oil_1,2010-03-08,316.2367114449307,341.2367114449307,275.7467844386312,406.72663845123014
DE,fuel_oil_1,2010-03-15,316.1361161593728,341.1361161593728,271.1737969035411,411.09843541520456
DE,lpg,2026-08-03,597.2041825323159,1092.6768716079462,1079.6854883636368,1105.6682548522556
DE,lpg,2026-08-10,596.6553194957345,1092.1280085713647,1073.2601073083842,1110.9959098343452
DE,lpg,2026-08-17,596.2275300579374,1091.7002191335678,1068.0727084661353,1115.327729801
DE,lpg,2026-08-24,595.8941066154871,1091.3667956911172,1063.5702859155838,1119.1633054666509
DE,lpg,2026-08-31,595.6342329903973,1091.1069220660274,1059.5359251748253,1122.6779189572298
DE,lpg,2026-09-07,596.1752262342148,1091.647915309845,1056.59773782193,1126.6980927977602
DE,lpg,2026-09-14,596.0173581452665,1091.4900472208967,1053.1964723762121,1129.7836220655813
DE,lpg,2026-09-21,595.8943141497408,1091.367003225371,1050.0258998420322,1132.7081066087098
DE,lpg,2026-09-28,595.7984124071165,1091.2711014827469,1047.0494441625654,1135.4927588029282
DE,lpg,2026-10-05,596.3804424100102,1091.8531314856405,1044.8958220238183,1138.8104409474627
DE,lpg,2026-10-12,596.322183997562,1091.7948730731923,1042.2292931481702,1141.360452998214
DE,lpg,2026-10-19,596.2767767978653,1091.7494658734954,1039.6887010770338,1143.8102306699575
FR,euro95,2026-08-03,1031.7324175935694,2064.789084260236,2041.8064102521616,2087.7717582683104
FR,euro95,2026-08-10,1036.2904024826942,2069.347069149361,2033.3603194103698,2105.3338188883517
FR,euro95,2026-08-17,1038.3089847434899,2071.3656514101567,2024.656489909427,2118.074812910886
FR,euro95,2026-08-24,1039.202948730365,2072.2596153970317,2016.364128865058,2128.1551019290055
FR,euro95,2026-08-31,1039.598856108207,2072.6555227748736,2008.6856175883258,2136.6254279614213
FR,euro95,2026-09-07,1037.527996929163,2070.5846635958296,1999.3716284986285,2141.7976986930307
FR,euro95,2026-09-14,1037.6056468000027,2070.6623134666693,1992.845405182894,2148.4792217504446
FR,euro95,2026-09-21,1037.6400353852312,2070.696702051898,1986.7808121460685,2154.612591957727
FR,euro95,2026-09-28,1037.6552649636094,2070.711931630276,1981.105734456109,2160.3181288044425
FR,euro95,2026-10-05,1036.4143928717622,2069.4710595384286,1974.5126341345604,2164.429484942297
FR,euro95,2026-10-12,1036.4173798703891,2069.474046537056,1969.4484071202735,2169.499685953838
FR,euro95,2026-10-19,1036.4187027142748,2069.4753693809416,1964.6267144077788,2174.324024354104
FR,diesel,2026-08-03,1213.728523197952,2182.636856531285,2154.134427992364,2211.1392850702064
FR,diesel,2026-08-10,1218.368079230416,2187.276412563749,2144.065466532806,2230.487358594692
FR,diesel,2026-08-17,1219.8408437344622,2188.7491770677952,2133.9263594927206,2243.5719946428703
FR,diesel,2026-08-24,1220.308352967932,2189.2166863012653,2124.632732477084,2253.800640125446
FR,diesel,2026-08-31,1220.4567574703349,2189.365090803668,2116.253319174731,2262.4768624326052
FR,diesel,2026-09-07,1221.245368343395,2190.1537016767284,2109.39267687038,2270.9147264830763
FR,diesel,2026-09-14,1221.2603224628574,2190.1686557961907,2102.4176761756007,2277.9196354167807
FR,diesel,2026-09-21,1221.2650694464437,2190.173402779777,2095.9481146785147,2284.398690881039
FR,diesel,2026-09-28,1221.2665763123762,2190.1749096457092,2089.8919896376974,2290.4578296537215
FR,diesel,2026-10-05,1222.980214314414,2191.888547647747,2085.8934944173175,2297.8836008781773
FR,diesel,2026-10-12,1222.9803661551791,2191.8886994885124,2080.473945057568,2303.3034539194564
FR,diesel,2026-10-19,1222.9804143549825,2191.8887476883156,2075.305959354377,2308.471536022254
FR,heating_oil,2026-08-03,1266.577992582602,1712.4313259159353,1685.385633974456,1739.4770178574147
FR,heating_oil,2026-08-10,1271.8184594301267,1717.67179276346,1673.9781345244044,1761.3654510025156
FR,heating_oil,2026-08-17,1273.2340756416597,1719.087408974993,1662.2941415433334,1775.8806764066526
FR,heating_oil,2026-08-24,1273.6164784535965,1719.4698117869298,1651.7896930188585,1787.149930555001
FR,heating_oil,2026-08-31,1273.719777574775,1719.5731109081082,1642.4608871165376,1796.6853346996788
FR,heating_oil,2026-09-07,1274.9755974277664,1720.8289307610996,1635.302005875618,1806.3558556465812
FR,heating_oil,2026-09-14,1274.9831352818467,1720.83646861518,1627.6474742591874,1814.0254629711724
